Timestamp,adc0,adc1,adc2,adc3,adc4,adc5,adc6,adc7,temperature_gradient,mean_temp,term_volt,drain_volt,volt0,volt1,volt2,volt3,volt4,volt5,volt6,volt7,mean_cell_voltage,pack_volt,current,soc0,soc1,soc2,soc3,soc4,soc5,soc6,soc7,total_soc,time_remaining,capacity,Charging_Mode,max_current,Vbus,Vsafe
08-07-24-16:38:55,-97,-98,-97,-97,-96,-98,-97,-96,1,-97,24047,24036,65535,65535,65535,65535,65535,65535,65535,65535,6553,52428,-1825,0,0,0,0,0,0,0,0,0,0,88560,CC,0,0,0
